,FRYC2Y10 Index,FRYC1030 Index,DEYC2Y10 Index,DEYC2Y30 Index
2020-01-20,57.8,81.971,36.481,87.662
2020-01-21,54.36,80.94,32.881,83.268
2020-01-22,53.067,81.161,32.161,82.791
2020-01-23,49.277,81.337,29.08,80.284
2020-01-24,46.655,80.924,27.372,78.957
2020-01-27,45.168,80.199,23.98,74.899
2020-01-28,48.528,78.787,28.077,79.142
2020-01-29,45.219,78.278,25.807,76.572
2020-01-30,45.295,78.098,24.842,74.778
2020-01-31,43.875,78.059,23.307,73.363
2020-02-03,44.177,78.614,22.707,73.029
2020-02-04,46.312,78.659,25.166,76.598
2020-02-05,49.115,78.747,27.802,80.189
2020-02-06,47.588,79.224,26.18,78.621
2020-02-07,46.921,78.522,25.602,77.416
2020-02-10,42.982,78.399,22.724,74.569
2020-02-11,44.953,79.293,24.309,76.801
2020-02-12,45.259,77.946,25.622,77.558
2020-02-13,45.731,77.916,25.549,77.086
2020-02-14,45.499,77.638,25.126,76.628
2020-02-17,44.538,78.276,24.855,76.431
2020-02-18,43.649,77.809,23.485,75.225
2020-02-19,41.93,77.218,21.735,72.87
2020-02-20,39.743,75.087,19.498,68.31
2020-02-21,41.241,72.303,20.375,68.019
2020-02-24,40.299,72.818,18.826,67.009
2020-02-25,40.598,71.932,17.124,64.769
2020-02-26,42.148,73.364,18.768,67.471
2020-02-27,39.343,73.801,18.612,66.742
2020-02-28,37.716,70.887,15.838,61.209
2020-03-02,42.916,69.966,19.52,65.008
2020-03-03,41.395,70.239,18.099,64.113
2020-03-04,42.907,70.647,19.403,66.309
2020-03-05,39.635,71.359,16.704,63.867
2020-03-06,35.74,66.727,14.366,56.464
2020-03-09,36.073,61.371,14.235,50.713
2020-03-10,43.491,58.515,15.814,48.174
2020-03-11,46.763,55.452,20.466,50.777
2020-03-12,55.819,56.107,18.097,50.275
2020-03-13,61.986,58.905,31.892,65.814
2020-03-16,74.987,55.622,41.559,71.611
2020-03-17,75.245,51.523,40.27,69.787
2020-03-18,79.101,50.296,51.648,82.734
2020-03-19,63.996,52.163,46.967,80.431
2020-03-20,53.305,52.424,34.526,67.079
2020-03-23,56.614,58.191,30.097,64.072
2020-03-24,60.352,61.452,29.83,66.756
2020-03-25,65.731,67.372,32.605,74.715
2020-03-26,56.285,74.853,27.442,75.092
2020-03-27,53.556,72.898,19.976,64.796
2020-03-30,54.076,77.133,18.079,66.214
2020-03-31,54.454,78.174,21.171,70.304
2020-04-01,53.196,73.939,17.454,61.312
2020-04-02,51.961,69.565,20.615,61.274
2020-04-03,55.303,69.222,21.513,60.246
2020-04-06,52.287,71.105,21.759,62.103
2020-04-07,61.198,68.833,28.959,68.367
2020-04-08,58.153,67.798,28.453,67.866
2020-04-09,58.132,67.616,26.655,67.254
2020-04-10,58.035,67.552,26.486,67.238
2020-04-13,58.035,67.552,26.486,67.238
2020-04-14,59.256,67.88,27.52,68.485
2020-04-15,51.157,65.915,22.27,61.262
2020-04-16,49.639,66.129,19.681,59.319
2020-04-17,48.529,67.072,20.04,61.167
2020-04-20,49.483,67.595,21.374,62.84
2020-04-21,50.76,67.169,19.705,60.192
2020-04-22,54.835,65.809,24.994,64.836
2020-04-23,55.056,64.708,23.905,63.282
2020-04-24,53.773,64.386,22.689,61.076
2020-04-27,50.214,64.618,20.242,58.958
2020-04-28,52.215,66.706,21.921,62.403
2020-04-29,52.187,67.342,20.685,61.208
2020-04-30,50.598,68.7,16.859,57.358
2020-05-01,50.595,68.704,16.873,57.383
2020-05-04,52.082,71.778,18.524,61.251
2020-05-05,51.334,72.756,20.8,64.802
2020-05-06,52.911,73.607,23.358,67.965
2020-05-07,52.474,74.0,20.915,66.512
2020-05-08,52.845,74.395,23.715,69.918
2020-05-11,50.469,74.587,23.366,69.332
2020-05-12,47.171,75.324,21.023,65.14
2020-05-13,47.084,73.233,19.772,62.834
2020-05-14,47.661,74.153,19.512,62.301
2020-05-15,45.574,74.357,19.227,62.476
2020-05-18,47.671,75.713,21.844,66.415
2020-05-19,49.174,73.819,20.578,62.695
2020-05-20,48.025,72.774,20.019,61.517
2020-05-21,47.873,74.799,19.253,61.664
2020-05-22,47.456,74.53,18.796,62.195
2020-05-25,47.319,76.024,17.97,61.757
2020-05-26,48.894,75.352,20.735,64.542
2020-05-27,48.865,75.172,21.755,65.197
2020-05-28,46.267,76.278,21.08,65.68
2020-05-29,44.845,76.163,20.783,65.592
2020-06-01,47.64,78.876,24.587,72.742
2020-06-02,46.184,77.876,23.372,70.948
2020-06-03,50.844,77.771,27.389,74.633
2020-06-04,47.332,79.827,27.816,79.112
2020-06-05,52.304,81.119,32.067,85.111
2020-06-08,56.887,73.401,29.731,81.474
2020-06-09,57.511,70.475,29.613,79.284
2020-06-10,57.657,69.204,28.004,76.033
2020-06-11,52.608,69.838,23.183,70.459
2020-06-12,51.431,71.706,23.012,71.159
2020-06-15,49.059,72.877,20.958,69.156
2020-06-16,49.717,72.605,22.168,70.19
2020-06-17,49.692,72.29,,70.471
2020-06-18,46.838,69.69,23.707,66.538
2020-06-19,47.186,69.668,24.763,68.305
2020-06-22,47.7,70.836,24.42,68.957
2020-06-23,48.418,72.463,24.799,72.794
2020-06-24,46.913,70.682,22.725,67.529
2020-06-25,45.315,69.273,21.691,65.211
2020-06-26,46.305,70.401,21.687,65.484
2020-06-29,46.748,70.819,21.611,66.528
2020-06-30,48.839,71.851,22.927,68.709
2020-07-01,52.688,72.489,25.825,70.826
2020-07-02,49.953,72.361,24.726,70.478
2020-07-03,47.863,72.442,24.572,70.662
2020-07-06,48.219,72.797,24.754,70.835
2020-07-07,47.825,71.276,23.967,68.259
2020-07-08,46.004,71.008,22.564,65.411
2020-07-09,45.878,70.347,21.991,64.366
2020-07-10,45.008,68.985,21.593,63.883
2020-07-13,47.956,70.58,24.044,66.522
2020-07-14,45.922,68.901,21.655,62.9
2020-07-15,46.817,69.035,22.004,63.957
2020-07-16,46.102,71.152,21.202,65.306
2020-07-17,46.674,71.657,21.191,65.582
2020-07-20,44.718,70.961,20.523,63.982
2020-07-21,44.656,71.264,20.619,64.129
2020-07-22,43.542,70.635,19.23,61.96
2020-07-23,43.453,70.064,18.836,60.824
2020-07-24,45.891,69.616,20.055,61.598
2020-07-27,41.672,69.178,17.083,58.277
2020-07-28,42.161,69.001,17.724,58.73
2020-07-29,42.108,69.777,17.758,59.653
2020-07-30,41.071,69.435,16.873,57.876
2020-07-31,43.5,69.427,18.76,60.646
2020-08-03,41.187,69.363,17.276,59.252
2020-08-04,37.663,67.866,15.191,56.082
2020-08-05,38.862,67.436,18.548,59.599
2020-08-06,35.649,67.154,16.32,57.572
2020-08-07,40.688,66.17,17.09,58.329
2020-08-10,38.654,66.778,17.372,59.107
2020-08-11,44.36,66.907,20.146,62.969
2020-08-12,42.874,66.818,20.898,64.981
2020-08-13,45.495,66.355,22.863,66.396
2020-08-14,45.715,66.484,22.282,65.609
2020-08-17,43.213,66.784,20.281,63.632
2020-08-18,44.826,67.544,19.327,62.646
2020-08-19,41.482,67.454,19.292,62.492
2020-08-20,39.789,67.169,17.638,59.66
2020-08-21,40.453,67.534,17.228,59.888
2020-08-24,40.642,67.421,18.288,61.286
2020-08-25,43.938,68.461,,
2020-08-26,44.534,68.324,22.482,66.925
2020-08-27,47.567,70.441,24.921,71.107
2020-08-28,48.555,71.015,25.449,72.506
2020-08-31,49.231,71.156,25.35,71.004
2020-09-01,48.816,70.719,25.574,71.383
2020-09-02,42.568,69.936,22.283,67.151
2020-09-03,42.639,69.513,21.21,64.604
2020-09-04,44.976,70.386,22.569,66.595
2020-09-07,45.129,70.49,23.668,68.831
2020-09-08,43.22,69.676,20.85,65.308
2020-09-09,46.716,69.926,22.636,67.326
2020-09-10,46.596,68.861,23.149,66.744
2020-09-11,43.938,69.407,21.051,65.057
2020-09-14,42.551,69.309,21.797,65.755
2020-09-15,40.915,69.558,20.751,64.852
2020-09-16,39.774,68.873,20.292,63.745
2020-09-17,40.18,68.989,20.615,64.242
2020-09-18,40.958,68.577,20.811,64.931
2020-09-21,38.722,66.949,19.399,62.222
2020-09-22,39.766,68.045,20.62,65.187
2020-09-23,39.83,68.521,19.74,64.225
2020-09-24,41.953,68.234,19.52,63.51
2020-09-25,39.833,67.226,17.579,60.234
2020-09-28,39.901,67.277,17.495,60.448
2020-09-29,38.186,66.673,16.192,58.548
2020-09-30,40.881,67.381,17.64,60.206
2020-10-01,39.776,67.304,16.946,59.537
2020-10-02,39.76,67.709,17.067,59.994
2020-10-05,41.613,67.514,18.924,61.451
2020-10-06,40.451,67.767,18.403,60.694
2020-10-07,42.114,68.533,19.519,62.334
2020-10-08,40.809,68.424,18.275,60.592
2020-10-09,41.115,68.7,18.463,61.59
2020-10-12,39.484,68.303,18.026,60.37
2020-10-13,38.717,67.772,17.642,59.617
2020-10-14,37.013,67.53,16.102,57.29
2020-10-15,35.994,66.785,15.519,56.181
2020-10-16,35.216,67.611,15.146,56.751
2020-10-19,35.685,68.165,15.751,56.798
2020-10-20,36.928,67.931,17.236,58.102
2020-10-21,37.315,67.692,18.252,59.347
2020-10-22,39.815,68.095,19.501,61.298
2020-10-23,37.881,67.928,17.94,59.698
2020-10-26,38.718,68.094,17.551,59.032
2020-10-27,37.736,68.552,15.724,57.314
2020-10-28,37.652,68.415,15.97,56.659
2020-10-29,37.117,68.893,16.857,57.996
2020-10-30,36.488,68.914,16.553,57.013
2020-11-02,36.897,69.21,16.338,57.021
2020-11-03,37.095,68.469,17.257,57.604
2020-11-04,34.537,68.325,15.2,55.586
2020-11-05,33.032,68.608,14.518,55.201
2020-11-06,33.125,69.772,15.825,57.44
2020-11-09,39.916,70.287,21.68,65.024
2020-11-10,41.263,69.497,22.363,65.947
2020-11-11,39.031,68.489,20.587,63.626
2020-11-12,37.564,67.932,18.413,60.537
2020-11-13,35.968,67.417,17.556,59.086
2020-11-16,35.154,66.614,17.406,58.111
2020-11-17,33.499,66.176,,
2020-11-18,34.479,66.332,17.089,57.322
2020-11-19,33.109,66.104,16.274,55.678
2020-11-20,33.099,66.779,16.639,57.011
2020-11-23,33.161,68.992,17.06,58.27
2020-11-24,33.982,68.851,17.828,58.862
2020-11-25,34.26,68.434,18.048,58.905
2020-11-26,32.696,68.278,16.686,57.277
2020-11-27,33.266,67.83,16.44,56.786
2020-11-30,34.4,68.29,17.041,57.279
2020-12-01,36.909,68.628,18.732,59.611
2020-12-02,38.005,68.927,19.44,60.575
2020-12-03,35.908,68.65,17.921,59.08
2020-12-04,37.199,69.574,19.72,62.119
2020-12-07,35.964,69.883,17.498,59.56
2020-12-08,34.916,69.783,16.489,58.255
2020-12-09,35.785,70.24,16.715,58.971
2020-12-10,35.317,69.634,16.023,57.478
2020-12-11,32.97,68.349,14.365,53.879
2020-12-14,35.097,69.244,14.858,55.355
2020-12-15,34.495,69.763,14.187,54.922
2020-12-16,35.597,69.661,15.478,55.796
2020-12-17,35.484,69.565,15.113,56.221
2020-12-18,35.854,69.16,14.799,55.589
2020-12-21,34.016,68.905,15.228,55.173
2020-12-22,33.238,68.867,13.8,53.107
2020-12-23,33.159,68.942,15.215,54.562
2020-12-24,33.333,68.938,15.31,54.679
2020-12-25,33.333,68.937,15.31,54.679
2020-12-28,36.915,69.882,13.589,53.961
2020-12-29,34.701,69.57,13.859,53.877
2020-12-30,33.55,69.463,12.376,53.107
2020-12-31,33.768,69.479,12.488,53.231
2021-01-01,33.768,69.478,12.488,53.231
2021-01-04,29.206,70.221,11.435,52.012
2021-01-05,32.582,69.514,13.599,54.488
2021-01-06,33.386,69.056,17.636,55.978
2021-01-07,35.001,68.443,17.573,56.804
2021-01-08,34.977,68.077,17.725,57.14
2021-01-11,33.837,68.897,19.948,60.334
2021-01-12,35.203,69.038,22.027,62.044
2021-01-13,30.573,68.6,18.07,57.772
2021-01-14,30.051,69.352,17.591,57.402
2021-01-15,30.001,70.546,17.588,58.228
2021-01-18,30.217,70.804,18.479,59.205
2021-01-19,27.861,70.751,17.834,58.67
2021-01-20,30.315,70.773,17.958,58.728
2021-01-21,34.092,71.377,20.158,61.615
2021-01-22,30.521,70.828,19.173,60.394
2021-01-25,28.16,70.623,17.511,58.352
2021-01-26,29.853,71.393,18.708,60.21
2021-01-27,30.325,72.118,19.253,61.937
2021-01-28,30.607,72.885,20.37,63.823
2021-01-29,33.509,72.994,21.316,65.23
2021-02-01,33.118,73.707,20.445,64.082
2021-02-02,36.081,73.982,,
2021-02-03,38.454,75.491,24.421,70.065
2021-02-04,39.385,74.995,25.484,71.371
2021-02-05,40.073,75.024,26.146,72.062
2021-02-08,40.687,76.257,26.238,72.248
2021-02-09,41.221,76.539,26.554,73.068
2021-02-10,42.401,76.99,27.495,75.034
2021-02-11,39.736,77.849,25.692,73.842
2021-02-12,43.436,79.205,27.758,78.093
2021-02-15,46.125,79.029,31.13,81.103
2021-02-16,50.763,78.705,33.967,84.647
2021-02-17,49.734,78.697,32.795,82.867
2021-02-18,51.138,78.744,33.888,83.904
2021-02-19,55.164,79.579,37.228,88.848
2021-02-22,51.822,78.548,34.527,84.769
2021-02-23,53.35,78.805,36.388,87.044
2021-02-24,54.493,79.611,37.579,88.663
2021-02-25,57.73,76.895,41.802,89.117
2021-02-26,56.999,74.194,40.011,85.069
2021-03-01,49.28,75.81,34.994,82.367
2021-03-02,48.846,77.41,33.818,83.411
2021-03-03,54.477,78.564,38.879,89.221
2021-03-04,54.042,79.246,37.12,88.069
2021-03-05,55.244,79.467,38.596,89.249
2021-03-08,57.699,79.383,40.077,90.089
2021-03-09,53.369,79.099,37.863,88.009
2021-03-10,53.29,78.814,36.58,86.019
2021-03-11,51.342,80.026,35.553,86.745
2021-03-12,54.083,80.9,37.958,90.336
2021-03-15,50.825,82.546,35.816,89.065
2021-03-16,51.385,82.848,35.163,88.466
2021-03-17,55.851,83.921,39.269,93.537
2021-03-18,60.272,85.044,41.842,98.111
2021-03-19,57.307,85.921,39.966,97.077
2021-03-22,56.753,86.843,38.652,95.953
2021-03-23,53.357,86.939,36.492,93.436
2021-03-24,51.906,86.14,35.696,91.755
2021-03-25,49.036,85.457,33.008,88.602
2021-03-26,51.656,86.214,36.59,92.531
2021-03-29,54.881,86.978,38.77,95.237
2021-03-30,58.914,85.858,40.31,95.437
2021-03-31,61.082,85.414,39.711,94.442
2021-04-01,59.494,86.097,37.847,93.002
2021-04-02,59.468,86.047,37.853,92.974
2021-04-05,59.468,86.047,37.853,92.974
2021-04-06,60.542,85.911,38.393,93.278
2021-04-07,59.94,85.897,37.742,92.973
2021-04-08,60.256,85.881,37.671,93.356
2021-04-09,61.66,84.667,39.739,93.906
2021-04-12,62.03,85.404,40.466,95.725
2021-04-13,61.978,85.566,40.833,96.12
2021-04-14,65.155,85.146,42.755,97.81
2021-04-15,62.153,84.959,40.528,95.959
2021-04-16,64.19,84.542,42.532,97.885
2021-04-19,66.057,83.712,44.554,98.895
2021-04-20,72.547,74.74,42.898,96.864
2021-04-21,72.586,74.943,43.179,97.304
2021-04-22,72.624,74.606,43.552,97.28
2021-04-23,72.792,75.372,42.938,97.427
2021-04-26,72.76,75.657,43.462,97.234
2021-04-27,74.225,75.537,43.739,97.632
2021-04-28,76.118,75.489,45.234,99.185
2021-04-29,79.946,76.637,48.348,103.282
2021-04-30,80.323,77.891,47.883,103.589
2021-05-03,79.83,78.152,47.983,103.987
2021-05-04,77.373,78.368,45.737,100.898
2021-05-05,78.661,78.974,46.556,102.215
2021-05-06,78.857,79.321,46.344,102.644
2021-05-07,80.798,79.47,46.91,103.267
2021-05-10,80.526,78.742,47.272,103.889
2021-05-11,84.672,78.468,50.543,107.244
2021-05-12,87.367,78.261,53.012,109.624
2021-05-13,88.719,78.104,53.612,109.13
2021-05-14,87.408,78.465,52.337,108.387
2021-05-17,89.571,78.739,53.843,109.785
2021-05-18,89.21,79.419,,
2021-05-19,89.474,78.581,53.539,109.114
2021-05-20,88.145,76.984,53.358,107.744
2021-05-21,87.181,76.751,52.191,107.273
2021-05-24,86.95,77.136,51.365,107.052
2021-05-25,83.017,77.166,49.438,105.477
2021-05-26,80.355,76.979,45.751,100.919
2021-05-27,82.417,77.854,48.233,104.108
2021-05-28,81.415,79.146,47.814,104.375
2021-05-31,80.856,78.177,47.341,102.512
2021-06-01,82.311,78.656,47.902,103.656
2021-06-02,80.31,79.313,46.279,102.123
2021-06-03,81.124,79.335,48.229,104.227
2021-06-04,79.697,80.067,45.668,101.613
2021-06-07,80.657,79.499,46.393,101.645
2021-06-08,77.381,79.33,44.306,99.208
2021-06-09,76.923,79.738,43.022,98.346
2021-06-10,76.45,81.462,42.771,99.301
2021-06-11,74.261,81.099,40.828,96.553
2021-06-14,75.117,81.055,42.068,97.65
2021-06-15,78.393,80.112,43.91,98.928
2021-06-16,77.801,80.42,42.51,97.768
2021-06-17,79.446,78.367,47.03,94.823
2021-06-18,79.45,75.784,46.199,91.411
2021-06-21,78.867,77.148,47.692,95.038
2021-06-22,79.325,77.157,48.138,95.791
2021-06-23,78.628,77.899,47.265,95.614
2021-06-24,77.171,78.581,45.996,94.904
2021-06-25,81.822,79.33,48.948,98.827
2021-06-28,78.152,79.62,46.01,96.013
2021-06-29,79.535,78.634,47.989,98.209
2021-06-30,75.851,78.388,45.161,94.726
2021-07-01,76.21,79.241,46.376,96.848
2021-07-02,73.093,79.561,43.367,94.037
2021-07-05,74.841,78.698,44.642,95.148
2021-07-06,70.128,77.604,40.831,89.853
2021-07-07,67.308,76.468,37.526,85.696
2021-07-08,68.216,77.058,37.398,86.178
2021-07-09,68.611,77.995,38.091,87.665
2021-07-12,67.329,78.443,37.464,87.207
2021-07-13,66.369,78.718,37.502,87.659
2021-07-14,65.93,78.111,35.676,84.962
2021-07-15,64.844,76.678,34.225,82.467
2021-07-16,63.182,76.529,32.767,80.803
2021-07-19,61.794,75.407,30.325,77.239
2021-07-20,61.881,75.53,30.088,76.709
2021-07-21,62.007,77.817,31.81,79.874
2021-07-22,58.737,78.016,29.13,76.806
2021-07-23,59.348,77.748,30.34,78.173
2021-07-26,60.783,77.919,31.29,79.276
2021-07-27,60.154,78.482,30.197,77.74
2021-07-28,61.453,80.103,30.391,78.967
2021-07-29,61.005,79.581,30.612,79.171
2021-07-30,59.98,78.575,29.875,77.669
2021-08-02,57.28,78.257,28.581,75.914
2021-08-03,56.233,77.787,28.705,75.63
2021-08-04,56.08,78.376,27.815,73.618
2021-08-05,54.493,77.718,27.482,72.298
2021-08-06,56.902,77.117,29.815,74.851
2021-08-09,55.936,76.87,28.735,73.481
2021-08-10,56.792,75.564,28.872,73.385
2021-08-11,58.449,76.857,28.198,73.504
2021-08-12,57.309,76.989,28.441,73.427
2021-08-13,56.366,76.675,26.939,71.132
2021-08-16,57.117,76.686,26.807,71.31
2021-08-17,57.072,76.86,,
2021-08-18,57.133,76.761,26.062,70.6
2021-08-19,57.171,75.926,25.515,69.15
2021-08-20,56.848,75.947,25.07,69.239
2021-08-23,58.101,76.173,26.438,71.195
2021-08-24,58.484,76.022,26.365,71.119
2021-08-25,63.953,77.632,30.843,77.253
2021-08-26,65.54,77.718,32.504,78.715
2021-08-27,63.655,78.57,30.876,77.934
2021-08-30,62.407,78.455,29.466,76.351
2021-08-31,66.064,78.652,32.739,80.022
2021-09-01,66.562,79.535,33.449,82.312
2021-09-02,66.236,80.045,32.992,82.743
2021-09-03,67.213,80.03,34.287,84.393
2021-09-06,65.642,79.856,34.53,84.403
2021-09-07,69.063,78.74,37.346,86.225
2021-09-08,68.408,78.614,37.132,85.914
2021-09-09,64.477,78.814,34.733,83.424
2021-09-10,66.833,78.4,37.09,85.772
2021-09-13,67.518,79.31,37.22,86.723
2021-09-14,66.155,78.871,35.803,84.824
2021-09-15,70.25,78.721,39.26,88.939
2021-09-16,71.358,78.951,39.887,89.446
2021-09-17,73.242,78.79,41.255,90.769
2021-09-20,71.845,78.576,39.627,88.706
2021-09-21,70.653,78.636,39.273,88.143
2021-09-22,69.775,78.579,38.551,87.281
2021-09-23,75.709,77.697,42.968,90.924
2021-09-24,80.347,78.204,45.671,94.224
2021-09-27,80.448,76.985,46.433,93.546
2021-09-28,83.141,75.398,48.161,94.332
2021-09-29,81.665,75.998,47.327,93.516
2021-09-30,83.461,77.006,48.844,96.189
2021-10-01,81.398,77.752,47.67,95.515
2021-10-04,82.5,78.386,48.647,96.62
2021-10-05,83.84,77.955,50.593,98.321
2021-10-06,84.791,77.782,51.075,99.157
2021-10-07,84.355,78.199,51.65,100.14
2021-10-08,86.803,76.695,53.781,101.612
2021-10-11,88.6,75.685,54.848,102.304
2021-10-12,90.336,74.545,57.383,103.424
2021-10-13,86.582,71.898,53.888,96.26
2021-10-14,81.935,72.166,49.921,92.476
2021-10-15,85.046,71.979,50.596,95.224
2021-10-18,83.236,67.096,47.733,85.883
2021-10-19,86.883,67.914,51.687,91.516
2021-10-20,87.338,69.429,52.937,94.466
2021-10-21,88.147,66.293,54.299,91.259
2021-10-22,87.928,64.54,52.891,86.99
2021-10-25,88.101,67.162,54.688,92.758
2021-10-26,88.019,66.239,53.744,89.699
2021-10-27,81.806,63.858,45.818,78.69
2021-10-28,85.372,61.395,47.889,77.874
2021-10-29,88.778,56.447,47.711,71.662
2021-11-01,89.168,56.548,50.342,77.101
2021-11-02,84.311,63.938,49.858,83.411
2021-11-03,83.633,61.971,48.187,79.292
2021-11-04,83.173,68.606,48.106,86.248
2021-11-05,78.057,65.899,44.404,78.767
2021-11-08,81.712,67.807,47.502,82.99
2021-11-09,78.449,65.03,44.039,74.177
2021-11-10,85.19,64.839,44.824,75.213
2021-11-11,88.294,64.53,45.778,75.861
2021-11-12,87.418,66.267,48.027,79.562
2021-11-15,87.984,66.291,45.879,76.821
2021-11-16,90.032,68.823,48.516,81.63
2021-11-17,90.121,69.803,47.81,80.684
2021-11-18,85.622,68.87,46.657,77.563
2021-11-19,80.437,71.171,43.261,76.16
2021-11-22,83.761,72.002,43.584,76.195
2021-11-23,92.679,71.405,50.488,82.762
2021-11-24,94.28,72.282,51.196,85.288
2021-11-25,90.497,70.594,48.352,82.342
2021-11-26,83.023,72.465,41.479,76.631
2021-11-29,82.632,70.119,42.904,76.423
2021-11-30,78.238,65.759,38.416,67.148
2021-12-01,78.299,65.197,36.442,65.616
2021-12-02,76.615,66.223,36.174,66.314
2021-12-03,74.86,65.886,35.032,63.836
2021-12-06,72.872,66.764,33.193,62.91
2021-12-07,73.382,64.941,32.139,60.076
2021-12-08,78.689,64.91,35.929,65.273
2021-12-09,74.627,65.764,34.161,64.808
2021-12-10,72.022,65.06,34.08,64.945
2021-12-13,63.977,64.514,31.559,61.949
2021-12-14,63.923,64.067,30.947,61.176
2021-12-15,63.999,64.676,31.272,62.675
2021-12-16,65.35,67.319,33.339,67.542
2021-12-17,60.856,68.163,33.522,67.708
2021-12-20,62.572,69.642,35.692,71.477
2021-12-21,69.95,71.734,38.59,75.653
2021-12-22,71.896,71.315,39.419,74.924
2021-12-23,76.204,71.991,42.061,78.754
2021-12-24,76.325,71.979,42.153,78.827
2021-12-27,76.788,71.356,39.456,74.401
2021-12-28,77.316,70.574,39.81,73.991
2021-12-29,83.987,71.265,43.389,79.771
2021-12-30,85.094,71.209,43.303,80.465
2021-12-31,85.274,71.139,43.398,80.567
2022-01-03,89.526,70.94,47.528,84.292
2022-01-04,88.837,70.508,48.602,86.082
2022-01-05,88.248,70.779,,87.584
2022-01-06,90.52,68.663,53.389,85.73
2022-01-07,92.275,67.367,54.54,86.325
2022-01-10,91.446,67.25,54.795,87.135
2022-01-11,97.099,61.748,54.707,86.39
2022-01-12,93.948,61.292,52.411,83.056
2022-01-13,91.086,60.283,50.439,79.62
2022-01-14,95.557,60.713,53.312,82.983
2022-01-17,97.74,59.953,53.223,82.048
2022-01-18,98.686,59.66,54.776,84.445
2022-01-19,100.193,59.306,55.495,85.838
2022-01-20,98.7,59.088,54.783,84.467
2022-01-21,96.392,59.284,54.966,84.389
2022-01-24,93.61,60.454,54.212,84.552
2022-01-25,96.224,61.265,56.483,87.771
2022-01-26,96.723,62.875,56.68,88.543
2022-01-27,97.827,59.884,54.922,83.423
2022-01-28,100.879,59.821,55.854,84.095
2022-01-31,105.917,57.946,53.478,79.863
2022-02-01,108.694,58.087,50.245,77.965
2022-02-02,107.887,55.512,49.404,74.084
2022-02-03,112.878,47.818,46.752,65.582
2022-02-04,114.749,42.587,44.857,59.272
2022-02-07,90.855,43.861,50.889,67.311
2022-02-08,97.257,45.995,55.855,74.693
2022-02-09,97.495,47.958,55.669,76.93
2022-02-10,101.965,45.578,60.944,79.946
2022-02-11,99.978,46.145,61.56,81.193
2022-02-14,103.998,47.341,64.225,85.222
2022-02-15,106.05,49.835,65.047,89.171
2022-02-16,105.104,51.557,63.619,89.321
2022-02-17,105.617,51.917,65.675,92.532
2022-02-18,105.463,53.411,66.581,94.32
2022-02-21,107.155,52.358,65.75,92.473
2022-02-22,103.217,51.616,63.808,88.787
2022-02-23,101.009,49.349,58.261,81.888
2022-02-24,99.327,51.601,58.146,85.069
2022-02-25,100.722,51.613,60.323,84.779
2022-02-28,105.436,55.238,66.124,93.976
2022-03-01,102.676,63.893,65.744,98.147
2022-03-02,100.102,61.219,63.723,92.574
2022-03-03,101.057,58.679,62.512,90.038
2022-03-04,102.58,57.956,65.377,88.284
2022-03-07,103.494,53.083,65.445,84.854
2022-03-08,108.002,55.838,71.521,92.176
2022-03-09,107.42,56.117,69.715,90.734
2022-03-10,105.031,51.275,64.695,82.302
2022-03-11,103.86,48.006,65.106,80.957
2022-03-14,109.338,49.541,70.701,88.561
2022-03-15,112.984,52.015,74.498,93.951
2022-03-16,111.028,49.203,72.065,90.07
2022-03-17,110.804,48.501,71.77,88.484
2022-03-18,109.595,49.425,70.551,88.661
2022-03-21,115.253,49.528,74.717,93.326
2022-03-22,114.923,47.372,73.472,89.895
2022-03-23,111.753,48.356,71.512,86.333
2022-03-24,112.907,46.083,72.552,85.528
2022-03-25,110.272,44.983,71.613,82.642
2022-03-28,108.579,43.026,69.129,79.026
2022-03-29,107.655,40.286,68.053,76.863
2022-03-30,104.393,38.543,63.869,72.285
2022-03-31,99.686,41.372,61.686,73.084
2022-04-01,101.249,41.187,61.808,73.042
2022-04-04,99.459,42.542,58.345,70.749
2022-04-05,107.724,41.437,63.097,73.737
2022-04-06,112.005,43.425,68.308,82.059
2022-04-07,116.064,40.707,69.134,81.69
2022-04-08,113.42,36.168,65.16,74.816
2022-04-11,111.66,35.694,67.823,78.583
2022-04-12,112.111,40.536,70.967,84.163
2022-04-13,111.914,40.655,68.68,81.609
2022-04-14,122.734,42.887,79.042,96.057
2022-04-15,122.819,42.937,79.031,96.078
2022-04-18,122.819,42.937,79.031,96.078
2022-04-19,128.749,44.693,85.181,101.489
2022-04-20,124.756,41.757,80.543,94.051
2022-04-21,118.717,41.142,74.658,86.554
2022-04-22,110.829,38.644,68.316,77.655
2022-04-25,112.724,43.992,68.583,83.119
2022-04-26,113.381,43.025,66.106,79.703
2022-04-27,115.876,45.847,69.718,86.143
2022-04-28,118.452,43.815,69.674,84.565
2022-04-29,119.148,42.893,67.353,81.844
2022-05-02,123.966,44.147,72.027,88.603
2022-05-03,119.324,42.369,68.532,80.212
2022-05-04,122.605,39.448,69.659,80.157
2022-05-05,128.664,39.919,75.586,87.511
2022-05-06,132.612,36.533,80.648,90.887
2022-05-09,136.704,39.883,86.209,99.688
2022-05-10,133.685,40.477,83.401,96.969
2022-05-11,133.627,41.328,84.104,98.952
2022-05-12,129.788,44.837,78.74,96.434
2022-05-13,133.881,43.96,83.404,100.892
2022-05-16,129.762,43.829,79.597,95.771
2022-05-17,128.314,40.735,,
2022-05-18,124.418,39.643,63.309,74.806
