,FRYC2Y10 Index,FRYC1030 Index,DEYC2Y10 Index,DEYC2Y30 Index
2022-05-19,117.509,39.744,57.305,68.812
2022-05-20,120.921,45.433,59.553,76.397
2022-05-23,121.903,46.122,59.092,76.855
2022-05-24,121.598,49.461,58.166,77.763
2022-05-25,124.819,52.081,60.803,85.031
2022-05-26,128.03,56.477,63.743,91.519
2022-05-27,123.25,55.679,60.377,88.301
2022-05-30,125.305,53.445,60.148,85.603
2022-05-31,127.853,52.466,61.451,86.814
2022-06-01,130.552,54.737,62.494,89.703
2022-06-02,128.93,52.394,59.967,84.029
2022-06-03,132.097,52.277,60.465,84.864
2022-06-06,130.951,52.569,62.286,87.096
2022-06-07,128.891,50.875,61.725,84.58
2022-06-08,132.546,49.079,64.735,88.291
2022-06-09,130.494,40.943,58.695,77.84
2022-06-10,127.363,36.522,53.988,67.835
2022-06-13,124.954,29.786,47.909,55.842
2022-06-14,130.112,32.47,51.346,61.248
2022-06-15,128.744,38.386,54.907,70.772
2022-06-16,124.352,35.145,53.839,66.593
2022-06-17,127.165,41.576,56.012,73.797
2022-06-20,133.902,42.88,58.891,77.18
2022-06-21,136.943,44.595,60.913,80.479
2022-06-22,126.388,44.157,56.635,75.961
2022-06-23,127.19,50.101,60.874,85.794
2022-06-24,121.487,49.831,61.818,85.864
2022-06-27,131.541,45.68,63.507,82.877
2022-06-28,136.495,44.85,66.35,85.492
2022-06-29,136.113,47.788,67.565,88.914
2022-06-30,135.733,53.903,68.151,95.524
2022-07-01,134.835,59.967,71.049,103.51
2022-07-04,137.948,58.159,70.955,100.57
2022-07-05,137.718,60.977,73.991,105.35
2022-07-06,139.997,65.65,81.249,112.441
2022-07-07,139.076,58.912,75.201,98.393
2022-07-08,138.49,62.229,81.121,107.276
2022-07-11,144.18,62.089,79.669,108.266
2022-07-12,140.436,58.957,76.969,104.17
2022-07-13,131.097,54.551,67.971,91.108
2022-07-14,131.259,52.123,64.494,84.369
2022-07-15,129.894,55.399,65.72,88.265
2022-07-18,136.384,55.08,68.542,90.517
2022-07-19,125.506,52.289,63.228,82.233
2022-07-20,126.326,54.089,64.341,83.742
2022-07-21,112.344,51.94,53.759,70.888
2022-07-22,118.472,59.41,56.996,82.209
2022-07-25,121.936,60.333,60.166,85.783
2022-07-26,120.105,63.111,57.262,84.038
2022-07-27,111.632,62.56,49.307,74.028
2022-07-28,115.613,64.746,57.307,85.3
2022-07-29,113.267,59.027,53.023,78.45
2022-08-01,109.962,59.296,50.736,76.03
2022-08-02,108.946,55.051,48.761,70.034
2022-08-03,111.304,52.991,46.878,66.557
2022-08-04,109.788,56.348,45.298,68.565
2022-08-05,109.038,53.303,47.09,68.08
2022-08-08,102.217,54.684,43.94,65.728
2022-08-09,99.505,55.37,30.947,54.226
2022-08-10,99.534,56.762,33.931,57.317
2022-08-11,105.159,57.738,40.052,65.395
2022-08-12,101.694,57.255,37.417,61.742
2022-08-15,96.254,58.254,36.48,61.856
2022-08-16,104.72,59.065,38.959,64.702
2022-08-17,100.854,53.596,34.741,55.412
2022-08-18,101.386,51.168,35.373,54.453
2022-08-19,107.314,49.8,39.974,57.282
2022-08-22,112.177,48.817,40.553,54.832
2022-08-23,119.08,49.348,45.857,62.417
2022-08-24,118.299,46.273,44.35,57.482
2022-08-25,120.151,51.451,43.572,61.778
2022-08-26,119.532,46.988,39.502,51.942
2022-08-29,118.858,42.736,39.768,49.229
2022-08-30,114.253,40.793,35.171,44.0
2022-08-31,110.581,39.009,33.069,41.56
2022-09-01,113.426,43.946,37.233,50.92
2022-09-02,118.5,45.492,41.44,57.755
2022-09-05,130.02,44.255,42.867,56.874
2022-09-06,131.146,40.316,51.248,62.741
2022-09-07,122.461,40.055,46.482,56.068
2022-09-08,108.312,34.395,37.305,43.148
2022-09-09,100.752,38.637,36.395,47.231
2022-09-12,95.776,38.473,32.813,42.156
2022-09-13,97.331,35.889,32.864,39.369
2022-09-14,92.917,32.638,28.557,31.867
2022-09-15,88.731,29.204,22.032,21.006
2022-09-16,72.207,30.734,21.78,22.152
2022-09-19,76.086,30.441,18.89,18.815
2022-09-20,73.635,29.481,20.599,20.114
2022-09-21,69.094,25.109,12.627,6.633
2022-09-22,69.344,21.375,11.073,1.608
2022-09-23,71.484,13.827,9.859,-5.778
2022-09-26,77.55,10.122,15.696,-2.137
2022-09-27,90.224,11.579,23.924,9.332
2022-09-28,86.69,16.486,25.4,14.968
2022-09-29,97.375,23.0,36.96,33.951
2022-09-30,90.275,25.021,34.282,32.055
2022-10-03,82.34,27.31,28.907,28.783
2022-10-04,79.973,30.536,29.128,32.007
2022-10-05,92.422,26.716,33.367,32.66
2022-10-06,91.237,22.772,28.061,22.946
2022-10-07,91.224,20.702,32.21,26.194
2022-10-10,100.382,23.75,42.239,39.856
2022-10-11,100.901,26.247,44.862,43.727
2022-10-12,103.473,29.693,47.683,51.009
2022-10-13,90.314,26.947,35.402,35.877
2022-10-14,92.2,32.41,38.341,42.382
2022-10-17,84.649,29.893,30.866,32.602
2022-10-18,86.484,31.91,29.971,32.806
2022-10-19,89.377,25.197,27.149,23.176
2022-10-20,87.364,24.525,27.392,23.263
2022-10-21,90.074,29.025,36.73,38.093
2022-10-24,73.804,27.872,31.532,31.146
2022-10-25,63.794,25.981,19.169,15.312
2022-10-26,61.019,26.985,16.221,14.489
2022-10-27,47.927,32.432,18.142,21.879
2022-10-28,55.594,26.894,15.545,11.828
2022-10-31,59.307,29.274,19.993,18.177
2022-11-01,60.177,31.304,18.489,18.293
2022-11-02,53.955,27.296,14.757,9.898
2022-11-03,54.256,22.19,15.404,7.148
2022-11-04,55.805,22.659,16.054,8.337
2022-11-07,53.91,21.242,12.861,4.399
2022-11-08,40.93,19.928,-5.07,-15.52
2022-11-09,39.053,22.167,-4.813,-13.449
2022-11-10,28.607,28.55,-7.925,-9.348
2022-11-11,35.834,27.139,-5.287,-10.652
2022-11-14,27.179,28.029,-7.583,-12.454
2022-11-15,37.202,27.755,-6.848,-13.029
2022-11-16,34.258,27.062,-10.254,-17.006
2022-11-17,36.627,23.81,-11.378,-20.884
2022-11-18,35.086,24.151,-9.978,-19.02
2022-11-21,30.593,23.682,-11.581,-20.308
2022-11-22,32.667,22.912,-13.804,-23.309
2022-11-23,16.826,19.194,-21.776,-27.848
2022-11-24,12.943,19.488,-26.964,-33.21
2022-11-25,18.734,16.12,-22.755,-33.008
2022-11-28,22.15,15.584,-21.331,-32.285
2022-11-29,19.476,16.965,-19.212,-29.824
2022-11-30,15.449,15.76,-20.68,-31.984
2022-12-01,12.65,19.496,-22.293,-32.395
2022-12-02,10.846,14.064,-26.266,-43.332
2022-12-05,15.736,13.039,-24.763,-45.422
2022-12-06,10.248,14.179,-27.585,-45.114
2022-12-07,14.821,15.938,-23.157,-37.229
2022-12-08,9.949,14.192,-25.977,-44.221
2022-12-09,16.566,11.798,-23.769,-42.781
2022-12-12,12.922,8.515,-26.628,-49.251
2022-12-13,15.489,11.84,-23.1,-41.338
2022-12-14,21.587,18.607,-20.045,-30.53
2022-12-15,18.361,10.573,-31.494,-51.904
2022-12-16,20.408,11.731,-28.171,-45.755
2022-12-19,21.521,12.548,-24.44,-39.296
2022-12-20,35.935,13.724,-22.388,-35.181
2022-12-21,25.858,14.5,-22.498,-34.842
2022-12-22,29.714,13.116,-19.786,-33.237
2022-12-23,24.233,12.149,-37.744,-52.317
2022-12-26,24.277,12.155,-37.733,-52.303
2022-12-27,-11.133,14.073,-18.493,-29.087
2022-12-28,10.887,15.349,-18.678,-28.347
2022-12-29,7.666,16.756,-23.266,-32.128
2022-12-30,18.624,19.517,-20.583,-25.439
2023-01-02,-1.993,18.829,-28.144,-33.755
2023-01-03,1.999,17.43,-28.991,-37.057
2023-01-04,-0.962,18.876,-31.516,-37.764
2023-01-05,2.919,18.542,-34.457,-40.865
2023-01-06,-0.592,21.323,-37.671,-43.45
2023-01-09,-4.319,22.927,-38.85,-44.54
2023-01-10,1.865,21.113,-35.401,-41.914
2023-01-11,-11.232,23.313,-39.295,-46.063
2023-01-12,-7.688,24.208,-41.162,-46.741
2023-01-13,-9.496,28.409,-43.156,-47.194
2023-01-16,-7.407,27.785,-39.861,-43.12
2023-01-17,-5.402,29.603,-37.43,-37.594
2023-01-18,-18.522,26.604,-45.388,-49.142
2023-01-19,-20.554,24.78,-47.762,-54.154
2023-01-20,-10.012,29.033,-41.026,-44.927
2023-01-23,-8.748,29.758,-40.081,-43.664
2023-01-24,-13.453,27.66,-39.98,-44.245
2023-01-25,-10.839,28.547,-38.445,-41.324
2023-01-26,-3.887,27.339,-38.135,-41.74
2023-01-27,-2.386,26.216,-34.541,-39.406
2023-01-30,1.495,23.3,-36.787,-44.342
2023-01-31,0.616,24.485,-37.111,-43.383
2023-02-01,1.615,24.897,-39.229,-45.74
2023-02-02,-16.15,31.498,-43.054,-41.251
2023-02-03,-16.409,32.951,-36.191,-33.221
2023-02-06,-4.185,29.205,-33.741,-34.7
2023-02-07,-8.922,26.542,-37.042,-40.547
2023-02-08,-10.366,26.388,-36.067,-39.378
2023-02-09,-14.742,26.319,-39.842,-43.193
2023-02-10,-15.112,25.439,-40.071,-44.582
2023-02-13,-16.599,25.159,-41.628,-46.854
2023-02-14,-13.191,24.172,-42.711,-49.694
2023-02-15,-9.522,25.566,-41.409,-46.344
2023-02-16,-11.724,26.111,-40.914,-45.985
2023-02-17,-7.582,24.74,-44.17,-50.003
2023-02-20,-7.386,24.574,-44.366,-49.893
2023-02-21,-4.747,24.171,-42.457,-49.463
2023-02-22,-4.444,26.189,-40.43,-42.833
2023-02-23,-6.128,24.74,-44.025,-50.174
2023-02-24,-12.05,23.004,-49.786,-57.161
2023-02-27,-12.026,26.451,-49.96,-54.198
2023-02-28,-10.413,25.411,-49.23,-53.598
2023-03-01,-10.997,23.591,-49.989,-55.98
2023-03-02,-11.86,22.295,-47.412,-52.831
2023-03-03,-12.873,21.171,-50.719,-56.384
2023-03-06,-19.131,18.86,-57.707,-66.3
2023-03-07,-20.714,19.308,-62.656,-71.433
2023-03-08,-27.335,17.937,-69.53,-80.177
2023-03-09,-24.432,21.325,-64.342,-69.838
2023-03-10,-23.793,23.678,-59.573,-63.868
2023-03-13,-4.003,29.055,-44.366,-43.607
2023-03-14,-11.857,27.356,-48.559,-49.225
2023-03-15,8.967,30.506,-29.149,-27.495
2023-03-16,10.73,31.624,-32.814,-30.68
2023-03-17,1.415,31.87,-29.0,-24.083
2023-03-20,14.985,34.751,-24.571,-16.649
2023-03-21,6.483,30.765,-33.323,-31.032
2023-03-22,-1.148,28.054,-38.633,-39.306
2023-03-23,5.932,33.725,-33.706,-28.459
2023-03-24,12.429,36.706,-27.261,-18.574
2023-03-27,9.037,36.767,-30.074,-22.36
2023-03-28,8.643,37.091,-31.087,-22.698
2023-03-29,4.946,37.958,-33.291,-25.465
2023-03-30,1.026,35.43,-38.332,-33.698
2023-03-31,-2.536,37.888,-39.665,-32.798
2023-04-03,-3.873,36.917,-42.763,-37.846
2023-04-04,2.509,39.062,-35.86,-27.387
2023-04-05,2.868,40.477,-34.865,-26.607
2023-04-06,-2.091,40.865,-37.54,-28.16
2023-04-07,-2.103,40.855,-37.571,-28.188
2023-04-10,-2.103,40.855,-37.571,-28.188
2023-04-11,-1.758,38.827,-40.276,-32.48
2023-04-12,-2.18,30.036,-43.294,-36.232
2023-04-13,2.826,32.582,-41.302,-32.472
2023-04-14,-2.385,30.508,-44.945,-38.317
2023-04-17,-1.358,32.063,-41.304,-33.684
2023-04-18,-2.247,31.487,-43.362,-37.722
2023-04-19,-4.442,29.486,-45.817,-42.225
2023-04-20,-2.599,31.758,-45.48,-39.657
2023-04-21,-2.383,32.07,-44.474,-37.824
2023-04-24,-5.283,30.816,-47.348,-42.604
2023-04-25,-4.822,33.135,-46.718,-40.022
2023-04-26,-0.113,35.437,-38.052,-28.705
2023-04-27,2.004,33.578,-37.081,-29.831
2023-04-28,1.782,36.548,-38.353,-28.388
2023-05-01,1.801,36.515,-38.347,-28.363
2023-05-02,2.717,37.463,-37.081,-25.056
2023-05-03,0.025,38.859,-39.684,-27.506
2023-05-04,10.241,43.381,-29.235,-11.857
2023-05-05,11.296,43.096,-28.408,-11.418
2023-05-08,10.308,42.538,-30.776,-14.08
2023-05-09,11.723,43.96,-29.376,-11.322
2023-05-10,10.066,44.447,-29.022,-10.451
2023-05-11,5.55,43.742,-31.937,-13.548
2023-05-12,4.378,43.467,-32.19,-13.885
2023-05-15,8.216,44.263,-29.981,-10.02
2023-05-16,6.38,44.203,-30.934,-11.369
2023-05-17,-0.032,42.706,-36.893,-19.504
2023-05-18,6.942,42.88,-32.039,-13.596
2023-05-19,3.591,41.307,-33.55,-16.129
2023-05-22,2.054,41.318,-35.417,-18.3
2023-05-23,3.793,41.315,-35.8,-18.87
2023-05-24,-0.065,39.937,-38.671,-23.526
2023-05-25,0.716,38.653,-38.343,-24.394
2023-05-26,-2.673,38.429,-40.712,-27.543
2023-05-29,-7.029,38.528,-45.048,-31.777
2023-05-30,-6.831,40.559,-44.852,-29.045
2023-05-31,-6.789,43.14,-44.101,-26.309
2023-06-01,-9.937,45.525,-47.439,-26.749
2023-06-02,-13.968,42.726,-49.186,-31.823
2023-06-05,-18.624,41.581,-51.461,-35.112
2023-06-06,-18.179,43.503,-48.835,-30.532
2023-06-07,-13.256,40.881,-48.863,-33.981
2023-06-08,-15.494,41.271,-49.573,-33.734
2023-06-09,-19.522,39.273,-54.394,-40.613
2023-06-12,-19.762,41.709,-53.288,-37.011
2023-06-13,-21.891,39.245,-55.701,-41.855
2023-06-14,-20.264,38.941,-57.015,-43.934
2023-06-15,-29.225,33.627,-62.722,-55.462
2023-06-16,-32.771,31.389,-65.328,-58.691
2023-06-19,-27.84,32.607,-64.741,-56.627
2023-06-20,-34.738,32.389,-70.765,-62.696
2023-06-21,-34.814,29.186,-70.208,-65.794
2023-06-22,-38.658,25.851,-73.239,-72.202
2023-06-23,-40.875,31.05,-75.586,-71.012
2023-06-26,-43.893,33.259,-78.167,-72.311
2023-06-27,-48.194,30.526,-80.902,-77.768
2023-06-28,-45.324,30.991,-79.448,-75.256
2023-06-29,-42.385,27.672,-78.315,-77.357
2023-06-30,-45.659,26.263,-80.816,-81.909
2023-07-03,-47.244,22.729,-82.834,-87.723
2023-07-04,-40.971,25.108,-77.115,-78.123
2023-07-05,-40.997,26.961,-76.391,-75.257
2023-07-06,-31.663,21.043,-67.721,-71.584
2023-07-07,-27.066,25.725,-62.112,-61.458
2023-07-10,-31.509,32.584,-66.259,-65.937
2023-07-11,-30.988,32.549,-67.319,-66.76
2023-07-12,-36.024,36.332,-67.468,-64.729
2023-07-13,-37.192,38.362,-68.284,-63.125
2023-07-14,-37.396,36.772,-70.277,-68.149
2023-07-17,-38.684,37.066,-71.727,-69.132
2023-07-18,-41.671,38.859,-68.705,-64.164
2023-07-19,-38.105,38.782,-64.328,-61.241
2023-07-20,-36.514,36.602,-64.594,-62.753
2023-07-21,-37.061,36.996,-63.212,-61.201
2023-07-24,-36.794,40.276,-63.306,-57.821
2023-07-25,-36.841,38.842,-64.976,-61.159
2023-07-26,-38.741,38.729,-65.429,-62.024
2023-07-27,-34.44,41.361,-62.412,-56.593
2023-07-28,-29.019,42.321,-56.265,-48.922
2023-07-31,-27.824,42.216,-55.14,-47.684
2023-08-01,-22.683,42.775,-51.258,-43.174
2023-08-02,-22.702,44.112,-47.966,-39.102
2023-08-03,-17.849,43.423,-42.691,-34.454
2023-08-04,-21.832,41.713,-45.828,-39.855
2023-08-07,-15.011,44.103,-39.168,-30.142
2023-08-08,-22.676,43.355,-45.575,-37.568
2023-08-09,-23.725,42.829,-47.003,-38.079
2023-08-10,-24.68,43.218,-45.979,-36.764
2023-08-11,-20.805,41.917,-41.884,-34.386
2023-08-14,-18.58,40.693,-45.389,-38.792
2023-08-15,-16.961,40.124,-44.081,-37.38
2023-08-16,-15.894,40.599,-43.992,-36.681
2023-08-17,-11.924,40.692,-40.202,-32.495
2023-08-18,-18.895,42.887,-44.323,-34.136
2023-08-21,-13.757,43.232,-41.805,-32.888
2023-08-22,-17.152,41.803,-44.807,-37.388
2023-08-23,-22.697,44.451,-46.17,-35.57
2023-08-24,-20.961,43.755,-45.088,-35.053
2023-08-25,-20.81,42.356,-47.9,-38.5
2023-08-28,-25.468,44.559,-50.76,-40.55
2023-08-29,-29.91,45.452,-53.673,-42.979
2023-08-30,-28.819,44.968,-53.278,-43.137
2023-08-31,-29.122,47.187,-51.898,-39.574
2023-09-01,-21.007,48.437,-44.644,-31.349
2023-09-04,-20.18,46.965,-44.871,-32.915
2023-09-05,-22.806,48.723,-43.692,-29.51
2023-09-06,-20.441,44.819,-47.14,-35.408
2023-09-07,-23.425,46.328,-47.529,-34.777
2023-09-08,-22.375,45.649,-47.567,-35.368
2023-09-11,-19.657,46.558,-46.166,-33.123
2023-09-12,-22.938,45.856,-48.856,-36.608
2023-09-13,-24.874,42.338,-52.378,-42.418
2023-09-14,-32.873,45.582,-57.761,-44.625
2023-09-15,-27.742,46.173,-54.371,-40.57
2023-09-18,-27.319,45.364,-55.204,-41.761
2023-09-19,-25.906,44.355,-55.225,-42.504
2023-09-20,-28.223,45.691,-56.356,-42.549
2023-09-21,-25.251,44.811,-52.518,-39.367
2023-09-22,-24.491,47.016,-52.313,-37.513
2023-09-25,-16.965,52.112,-44.565,-24.616
2023-09-26,-15.172,51.482,-42.835,-23.416
2023-09-27,-13.137,51.086,-40.834,-22.068
2023-09-28,-6.523,48.094,-35.944,-20.724
2023-09-29,-11.054,51.57,-36.603,-17.494
2023-10-02,-4.732,52.906,-31.449,-10.778
2023-10-03,3.243,55.844,-24.654,-0.802
2023-10-04,1.714,53.45,-26.494,-6.311
2023-10-05,1.937,56.631,-26.036,-3.54
2023-10-06,3.298,54.893,-25.289,-3.502
2023-10-09,5.247,51.434,-27.099,-3.204
2023-10-10,-2.213,50.906,-29.977,-7.318
2023-10-11,-13.433,45.983,-39.451,-21.688
2023-10-12,-7.583,45.916,-37.881,-19.506
2023-10-13,-10.048,46.594,-40.562,-21.406
2023-10-16,-6.052,48.639,-37.551,-16.652
2023-10-17,-3.981,45.086,-36.911,-20.334
2023-10-18,0.124,44.932,-27.721,-11.216
2023-10-19,0.402,44.123,-27.827,-10.986
2023-10-20,2.38,48.806,-23.562,-3.638
2023-10-23,-1.096,47.697,-26.569,-7.484
2023-10-24,-2.88,50.43,-27.312,-5.45
2023-10-25,1.289,52.396,-24.062,-1.179
2023-10-26,2.283,54.27,-21.728,4.195
2023-10-27,0.448,57.26,-20.833,7.635
2023-10-30,1.614,56.644,-19.458,8.158
2023-10-31,1.798,57.604,-21.357,6.958
2023-11-01,-1.026,59.528,-23.028,7.331
2023-11-02,-8.321,57.261,-29.628,-1.352
2023-11-03,-13.844,55.026,-31.946,-4.955
2023-11-06,-7.046,54.404,-28.922,-2.723
2023-11-07,-13.024,51.464,-32.862,-9.638
2023-11-08,-18.95,48.575,-40.206,-21.096
2023-11-09,-14.604,52.427,-36.266,-12.892
2023-11-10,-10.358,50.074,-35.201,-14.315
2023-11-13,-11.762,48.623,-37.084,-17.543
2023-11-14,-16.393,49.67,-38.934,-17.552
2023-11-15,-13.227,50.641,-36.853,-14.412
2023-11-16,-13.869,52.472,-36.405,-12.838
2023-11-17,-17.076,50.608,-37.879,-16.855
2023-11-20,-18.33,48.366,-41.781,-22.892
2023-11-21,-20.51,49.109,-43.027,-22.849
2023-11-22,-23.868,46.78,-47.696,-30.013
2023-11-23,-19.707,45.912,-42.945,-26.142
2023-11-24,-18.816,45.92,-43.145,-25.552
2023-11-27,-22.359,48.801,-45.453,-25.162
2023-11-28,-23.831,51.703,-42.492,-19.559
2023-11-29,-25.43,53.988,-40.744,-15.948
2023-11-30,-22.849,53.283,-37.182,-13.37
2023-12-01,-19.08,55.743,-32.447,-5.618
2023-12-04,-20.36,51.828,-34.519,-11.041
2023-12-05,-27.26,46.856,-36.729,-16.91
2023-12-06,-34.141,45.093,-42.507,-25.339
2023-12-07,-35.59,47.987,-40.882,-20.209
2023-12-08,-31.626,46.105,-42.002,-23.048
2023-12-11,-33.955,46.472,-44.315,-25.702
2023-12-12,-39.463,45.884,-48.644,-31.344
2023-12-13,-41.727,46.171,-49.91,-32.687
2023-12-14,-41.943,49.801,-46.164,-24.656
2023-12-15,-47.509,48.656,-49.196,-29.537
2023-12-18,-46.872,48.843,-47.649,-28.039
2023-12-19,-51.37,48.606,-49.976,-31.268
2023-12-20,-52.877,47.614,-50.625,-32.736
2023-12-21,-50.972,49.663,-48.957,-28.612
2023-12-22,-50.353,52.289,-45.499,-23.266
2023-12-25,-50.31,52.318,-45.489,-23.252
2023-12-27,-55.853,51.316,-51.201,-29.293
2023-12-28,-44.679,52.646,-43.417,-20.367
2023-12-29,-38.787,52.848,-38.563,-14.67
2024-01-01,-38.775,52.92,-38.523,-14.659
2024-01-02,-40.929,54.59,-38.904,-14.88
2024-01-03,-44.014,54.972,-39.267,-14.317
2024-01-04,-42.951,52.496,-41.256,-19.013
2024-01-05,-41.377,51.283,-41.476,-19.941
2024-01-08,-43.401,52.638,-41.488,-18.741
2024-01-09,-43.768,52.282,-42.552,-19.905
2024-01-10,-42.212,50.393,-44.022,-23.507
2024-01-11,-42.411,51.708,-39.454,-20.445
2024-01-12,-41.211,54.32,-33.562,-12.837
2024-01-15,-42.965,53.76,-36.73,-17.042
2024-01-16,-42.351,53.241,-34.44,-14.107
2024-01-17,-43.972,48.311,-38.592,-23.548
2024-01-18,-39.329,49.947,-34.015,-17.345
2024-01-19,-45.767,47.859,-39.944,-25.158
2024-01-22,14.636,49.348,-39.949,-23.57
2024-01-23,17.618,51.35,-36.467,-18.215
2024-01-24,17.399,51.394,-36.952,-18.961
2024-01-25,20.795,53.707,-32.925,-12.403
2024-01-26,21.289,54.527,-33.69,-12.441
2024-01-29,20.931,57.041,-34.155,-10.659
2024-01-30,20.654,56.428,-26.231,-3.57
2024-01-31,20.807,57.289,-26.444,-2.77
2024-02-01,17.489,56.215,-31.534,-9.121
2024-02-02,14.869,54.181,-33.058,-13.347
2024-02-05,16.232,54.238,-29.995,-9.652
2024-02-06,16.235,55.719,-30.505,-8.91
2024-02-07,13.871,56.279,-31.707,-9.453
2024-02-08,15.378,54.87,-30.956,-9.867
2024-02-09,11.28,51.952,-33.797,-15.289
2024-02-12,10.756,52.106,-33.447,-13.909
2024-02-13,6.402,48.092,-37.535,-21.304
2024-02-14,4.504,48.518,-39.64,-22.519
2024-02-15,4.71,48.437,-39.821,-22.775
2024-02-16,2.374,45.138,-41.718,-27.682
2024-02-19,4.311,47.926,-40.736,-25.264
2024-02-20,5.784,47.89,-40.353,-24.247
2024-02-21,5.915,46.267,-40.909,-26.782
2024-02-22,0.857,43.065,-46.663,-35.155
2024-02-23,-2.311,45.038,-49.333,-36.337
2024-02-26,-1.233,44.909,-48.684,-35.243
2024-02-27,0.383,45.954,-46.555,-32.384
2024-02-28,1.237,45.161,-45.832,-32.866
2024-02-29,-0.489,44.573,-49.325,-36.611
2024-03-01,0.539,45.031,-47.78,-34.2
2024-03-04,-3.48,45.356,-51.375,-36.886
2024-03-05,-5.936,44.97,-52.955,-39.3
2024-03-06,-7.165,45.217,-53.712,-39.637
2024-03-07,-6.934,45.502,-53.008,-38.746
2024-03-08,-2.281,48.207,-49.426,-33.113
2024-03-11,-2.515,46.842,-50.322,-34.928
2024-03-12,-4.018,45.508,-51.955,-37.795
2024-03-13,-3.605,46.022,-52.258,-36.732
2024-03-14,-1.408,45.018,-49.304,-34.496
2024-03-15,-3.45,43.788,-50.649,-37.028
2024-03-18,-2.552,44.104,-49.468,-35.386
2024-03-19,0.533,45.833,-47.102,-31.061
2024-03-20,-1.172,44.966,-49.555,-34.099
2024-03-21,0.914,47.518,-47.249,-29.991
2024-03-22,-0.154,46.93,-50.61,-33.778
2024-03-25,-1.94,45.638,-51.482,-36.191
2024-03-26,-2.264,45.939,-52.411,-36.765
2024-03-27,-2.896,47.347,-53.849,-37.62
2024-03-28,-3.047,47.203,-55.231,-39.459
2024-03-29,-3.052,47.181,-55.258,-39.479
2024-04-02,7.549,49.574,-44.309,-26.365
2024-04-03,4.835,48.906,-45.98,-28.671
2024-04-04,0.859,48.71,-50.387,-33.407
2024-04-05,3.266,48.259,-47.949,-31.09
2024-04-08,0.619,46.516,-49.395,-34.494
2024-04-09,-2.527,45.634,-51.956,-37.511
2024-04-10,-3.088,42.789,-53.342,-41.546
2024-04-11,0.967,42.567,-50.159,-38.118
2024-04-12,0.476,47.816,-49.927,-35.419
2024-04-15,3.396,47.981,-47.439,-32.627
2024-04-16,5.83,46.966,-45.21,-31.252
2024-04-17,2.316,46.003,-48.102,-34.85
2024-04-18,0.862,45.85,-48.704,-35.725
2024-04-19,-0.659,45.249,-50.225,-37.834
2024-04-22,0.985,47.118,-48.13,-34.106
2024-04-23,0.309,48.015,-42.725,-28.01
2024-04-24,4.437,47.395,-38.472,-24.289
2024-04-25,3.252,46.295,-38.587,-25.723
2024-04-26,0.035,47.203,-41.404,-28.077
2024-04-29,-2.897,46.952,-43.075,-30.068
2024-04-30,-5.425,44.367,-45.264,-34.763
2024-05-02,-4.052,44.16,-45.054,-34.648
2024-05-03,-2.818,46.411,-43.063,-30.782
2024-05-06,-4.181,46.859,-44.557,-32.108
2024-05-07,-8.202,46.83,-48.24,-36.23
2024-05-08,-7.158,46.692,-46.97,-35.442
2024-05-09,-4.341,48.017,-44.419,-31.183
2024-05-10,-4.897,47.812,-45.137,-31.927
2024-05-13,-4.257,48.138,-44.618,-31.436
2024-05-14,-3.483,47.624,-44.082,-30.972
2024-05-15,-7.367,48.996,-47.429,-32.75
2024-05-16,-7.421,48.854,-46.912,-32.358
2024-05-17,-7.205,48.016,-47.224,-33.556
2024-05-20,-6.78,48.21,-46.716,-33.072
2024-05-21,-7.475,48.491,-47.268,-33.107
2024-05-22,-7.904,47.932,-47.504,-34.195
2024-05-23,-9.236,44.911,-48.474,-37.097
2024-05-24,-9.839,44.64,-50.466,-39.206
2024-05-27,-9.609,46.24,-49.44,-36.839
2024-05-28,-6.931,45.794,-46.987,-34.927
2024-05-29,-0.188,46.141,-41.253,-28.796
2024-05-30,-1.402,46.962,-42.737,-29.462
2024-05-31,-2.667,45.622,-43.497,-31.595
2024-06-03,-4.269,46.056,-45.153,-32.131
2024-06-04,-5.02,46.986,-46.242,-32.053
2024-06-05,-7.423,46.825,-47.019,-33.167
2024-06-06,-6.549,44.951,-46.936,-34.416
2024-06-07,-6.243,42.889,-46.707,-36.003
2024-06-10,0.611,43.596,-41.712,-29.398
2024-06-11,4.298,44.833,-39.979,-24.904
2024-06-12,1.529,45.452,-42.489,-26.59
2024-06-13,7.235,45.592,-40.259,-23.219
2024-06-14,6.565,44.291,-40.449,-25.486
2024-06-17,10.092,39.666,-40.357,-24.913
2024-06-18,7.096,40.219,-40.956,-25.951
2024-06-19,9.216,40.758,-40.612,-25.506
2024-06-20,9.112,41.825,-39.769,-23.545
2024-06-21,11.346,43.268,-38.548,-19.899
2024-06-24,10.093,44.94,-38.941,-19.275
2024-06-25,9.17,43.53,-40.349,-21.603
2024-06-26,12.653,44.073,-37.612,-18.825
2024-06-27,16.241,43.354,-36.196,-17.454
2024-06-28,17.119,44.207,-33.946,-14.618
2024-07-01,16.882,44.322,-32.152,-13.554
2024-07-02,16.889,45.501,-30.74,-10.808
2024-07-03,10.982,44.84,-33.8,-17.805
2024-07-04,12.655,42.715,-33.823,-19.202
2024-07-05,12.989,43.583,-33.861,-17.795
2024-07-08,10.331,43.712,-37.086,-21.161
2024-07-09,14.005,44.089,-34.836,-18.622
2024-07-10,11.627,44.844,-36.792,-20.403
